tstamp,X_BTCUSD_3_tstamp,X_BTCUSD_3_open,X_BTCUSD_3_high,X_BTCUSD_3_low,X_BTCUSD_3_close,X_BTCUSD_3_volume,X_BTCUSD_3_symbol,X_BTCUSD_3_interval,X_BTCUSD_3_MACD_diff_12_26,X_BTCUSD_3_MACD_sign_12_26,X_BTCUSD_3_MACD_12_26,X_BTCUSD_3_MACD_diff_10_21,X_BTCUSD_3_MACD_sign_10_21,X_BTCUSD_3_MACD_10_21,X_BTCUSD_3_MACD_diff_7_18,X_BTCUSD_3_MACD_sign_7_18,X_BTCUSD_3_MACD_7_18,X_BTCUSD_3_MACD_diff_8_21,X_BTCUSD_3_MACD_sign_8_21,X_BTCUSD_3_MACD_8_21,X_BTCUSD_3_kst,X_BTCUSD_3_kst_sig,X_BTCUSD_3_kst_diff,X_BTCUSD_3_roc_3,X_BTCUSD_3_roc_6,X_BTCUSD_3_roc_9,X_BTCUSD_3_rsi,X_BTCUSD_3_kama,X_BTCUSD_3_obv,X_BTCUSD_3_trade_Momentum,X_BTCUSD_3_datetime_Momentum,X_BTCUSD_3_signal_Momentum,X_BTCUSD_3_type_Momentum,X_BTCUSD_3_price_Momentum,X_BTCUSD_3_profit_Momentum,X_BTCUSD_3_profit_Momentum,X_BTCUSD_3_datetime_exit_Momentum,X_BTCUSD_3_signal_exit_Momentum,X_BTCUSD_3_type_exit_Momentum,X_BTCUSD_3_price_exit_Momentum,X_BTCUSD_3_profit_exit_Momentum,X_BTCUSD_3_profit_exit_Momentum,X_BTCUSD_3_trade_Reversal,X_BTCUSD_3_datetime_Reversal,X_BTCUSD_3_signal_Reversal,X_BTCUSD_3_type_Reversal,X_BTCUSD_3_price_Reversal,X_BTCUSD_3_profit_Reversal,X_BTCUSD_3_profit_Reversal,X_BTCUSD_3_datetime_exit_Reversal,X_BTCUSD_3_signal_exit_Reversal,X_BTCUSD_3_type_exit_Reversal,X_BTCUSD_3_price_exit_Reversal,X_BTCUSD_3_profit_exit_Reversal,X_BTCUSD_3_profit_exit_Reversal,X_BTCUSD_3_trade_SAR,X_BTCUSD_3_datetime_SAR,X_BTCUSD_3_signal_SAR,X_BTCUSD_3_type_SAR,X_BTCUSD_3_price_SAR,X_BTCUSD_3_profit_SAR,X_BTCUSD_3_profit_SAR,X_BTCUSD_3_datetime_exit_SAR,X_BTCUSD_3_signal_exit_SAR,X_BTCUSD_3_type_exit_SAR,X_BTCUSD_3_price_exit_SAR,X_BTCUSD_3_profit_exit_SAR,X_BTCUSD_3_profit_exit_SAR,Y_BTCUSD_3_roc_3_shift_4,Y_BTCUSD_3_roc_6_shift_7,Y_BTCUSD_3_roc_9_shift_10,Y_BTCUSD_3_roc_3_shift_4_B,Y_BTCUSD_3_roc_6_shift_7_B,Y_BTCUSD_3_roc_9_shift_10_B,Y_BTCUSD_3_roc_3_shift_4_S,Y_BTCUSD_3_roc_6_shift_7_S,Y_BTCUSD_3_roc_9_shift_10_S
2022-03-12 16:30:00,2022-03-12 16:30:00,39123.98,39159.5,39085.88,39144.85,9.16669839,BTCUSD,3,4.813700701407129,33.64218502941492,38.45588573082205,2.0791009987803477,32.7958421874867,34.874943186267046,0.0787425865899678,36.850704167332125,36.92944675392209,1.2753491278609133,40.466476403790644,41.74182553165156,3.9663357235519765,3.402303791160667,0.5640319323913094,0.09957574187634312,0.12000635327752199,0.29567416399667806,61.604250095105314,39085.310614714595,-49.16302303999998,768.0,2022-03-12 16:21,MomSE,Entry Short,39106.42,-45.02,-0.12,2022-03-12 16:33,MomLE,Exit Short,39151.44,-45.02,-0.12,457.0,2022-03-12 15:27,PivRevLE,Entry Long,38958.95,126.81,0.33,2022-03-12 17:30,PivRevSE,Exit Long,39085.76,126.81,0.33,758.0,2022-03-12 16:30,ParSE,Entry Short,39089.81,-70.54,-0.18,2022-03-12 16:57,ParLE,Exit Short,39160.35,-70.54,-0.18,0.015514682333683524,0.0020192090681237615,0.26285501337661216,0.015514682333683524,0.0020192090681237615,0.26285501337661216,0.015514682333683524,0.0020192090681237615,0.26285501337661216
2022-03-12 16:33:00,2022-03-12 16:33:00,39147.97,39182.54,39120.5,39124.23,10.79127609,BTCUSD,3,2.9233677354864085,34.37302696328652,37.29639469877293,0.15932112806453347,32.83567246950284,32.99499359756737,-2.427711497708856,36.04146700142917,33.61375550372031,-1.2110146629061234,40.1204722143889,38.909457551482774,4.046854580714901,3.560019420595555,0.4868351601193459,-0.03658796761760389,0.008281998998504994,0.12334927575806541,58.20379238206583,39089.06937404736,-59.95429912999998,769.0,2022-03-12 16:33,MomLE,Entry Long,39151.44,-36.29,-0.09,2022-03-12 17:24,MomSE,Exit Long,39115.15,-36.29,-0.09,457.0,2022-03-12 15:27,PivRevLE,Entry Long,38958.95,126.81,0.33,2022-03-12 17:30,PivRevSE,Exit Long,39085.76,126.81,0.33,758.0,2022-03-12 16:30,ParSE,Entry Short,39089.81,-70.54,-0.18,2022-03-12 16:57,ParLE,Exit Short,39160.35,-70.54,-0.18,0.03924233675852316,-0.10975591062148805,0.5111723137138726,0.03924233675852316,-0.10975591062148805,1.0,0.03924233675852316,-0.10975591062148805,0.5111723137138726
2022-03-12 16:36:00,2022-03-12 16:36:00,39124.13,39147.86,39120.12,39141.4,11.54136621,BTCUSD,3,2.36767284910929,34.96494517556385,37.33261802467314,-0.17876094996947955,32.79098223201047,32.61222128204099,-2.2891168282297087,35.27842805868593,32.989311230456224,-1.3573017703694674,39.73267170856905,38.37536993819958,4.106205890810797,3.681887719695758,0.424318171115039,0.04455069360292498,0.06884920082005531,0.06457692400119756,60.175071085378086,39092.580939627805,-48.41293291999998,769.0,2022-03-12 16:33,MomLE,Entry Long,39151.44,-36.29,-0.09,2022-03-12 17:24,MomSE,Exit Long,39115.15,-36.29,-0.09,457.0,2022-03-12 15:27,PivRevLE,Entry Long,38958.95,126.81,0.33,2022-03-12 17:30,PivRevSE,Exit Long,39085.76,126.81,0.33,758.0,2022-03-12 16:30,ParSE,Entry Short,39089.81,-70.54,-0.18,2022-03-12 16:57,ParLE,Exit Short,39160.35,-70.54,-0.18,0.035091772781144205,0.09418294442720296,0.4219447027269259,0.035091772781144205,0.09418294442720296,1.0,0.035091772781144205,0.09418294442720296,0.4219447027269259
2022-03-12 16:39:00,2022-03-12 16:39:00,39143.33,39144.48,39113.35,39125.98,4.56465156,BTCUSD,3,0.5924196297689832,35.1130500830061,35.705469712775084,-1.92346463409757,32.310116073486085,30.386651439388515,-4.3561002566732085,33.82639463979486,29.470294383121654,-3.527259524702181,38.724883272939856,35.197623748237675,4.092577525103778,3.787937147837494,0.30464037726628357,-0.04820557493513283,0.05132216588234287,0.07174292858983304,57.54991806350869,39092.900835823966,-52.97758447999998,769.0,2022-03-12 16:33,MomLE,Entry Long,39151.44,-36.29,-0.09,2022-03-12 17:24,MomSE,Exit Long,39115.15,-36.29,-0.09,457.0,2022-03-12 15:27,PivRevLE,Entry Long,38958.95,126.81,0.33,2022-03-12 17:30,PivRevSE,Exit Long,39085.76,126.81,0.33,758.0,2022-03-12 16:30,ParSE,Entry Short,39089.81,-70.54,-0.18,2022-03-12 16:57,ParLE,Exit Short,39160.35,-70.54,-0.18,-0.013493379810546076,0.24730196292897522,0.24106638589531504,-0.013493379810546076,0.24730196292897522,0.24106638589531504,-0.013493379810546076,0.24730196292897522,0.24106638589531504
2022-03-12 16:42:00,2022-03-12 16:42:00,39131.51,39132.71,39121.13,39130.3,5.6383847,BTCUSD,3,-0.5957569790845838,34.96411083823496,34.368353859150375,-2.9507028723588107,31.572440355396388,28.621737483037577,-5.15086250810387,32.109440470426904,26.958577962323034,-4.602843115802685,37.40978523985338,32.80694212405069,4.081802249821114,3.8794424965088674,0.20235975331224632,0.015514682333683524,-0.021078961790868593,0.023797966258024012,58.101387827783135,39094.16062124876,-47.33919977999999,769.0,2022-03-12 16:33,MomLE,Entry Long,39151.44,-36.29,-0.09,2022-03-12 17:24,MomSE,Exit Long,39115.15,-36.29,-0.09,457.0,2022-03-12 15:27,PivRevLE,Entry Long,38958.95,126.81,0.33,2022-03-12 17:30,PivRevSE,Exit Long,39085.76,126.81,0.33,758.0,2022-03-12 16:30,ParSE,Entry Short,39089.81,-70.54,-0.18,2022-03-12 16:57,ParLE,Exit Short,39160.35,-70.54,-0.18,-0.14893979992215828,0.4717448532513956,0.1060353308087717,-0.14893979992215828,1.0,0.1060353308087717,-0.14893979992215828,0.4717448532513956,0.1060353308087717
2022-03-12 16:45:00,2022-03-12 16:45:00,39130.16,39164.26,39121.86,39156.76,7.67985174,BTCUSD,3,0.060601766744944996,34.9792612799212,35.03986304666614,-1.8648646518461156,31.106224192434862,29.241359540588746,-2.787041881587122,31.180426509897863,28.39338462831074,-2.7077906451579707,36.63613076980825,33.928340124650276,4.072998788504359,3.949498827840254,0.12349996066410496,0.03924233675852316,0.08381051309466006,0.10811855561381983,61.408336463566016,39096.50110616185,-39.65934803999998,769.0,2022-03-12 16:33,MomLE,Entry Long,39151.44,-36.29,-0.09,2022-03-12 17:24,MomSE,Exit Long,39115.15,-36.29,-0.09,457.0,2022-03-12 15:27,PivRevLE,Entry Long,38958.95,126.81,0.33,2022-03-12 17:30,PivRevSE,Exit Long,39085.76,126.81,0.33,758.0,2022-03-12 16:30,ParSE,Entry Short,39089.81,-70.54,-0.18,2022-03-12 16:57,ParLE,Exit Short,39160.35,-70.54,-0.18,0.059070442780497404,0.38671722401622444,0.21791168100121558,0.059070442780497404,1.0,0.21791168100121558,0.059070442780497404,0.38671722401622444,0.21791168100121558
2022-03-12 16:48:00,2022-03-12 16:48:00,39156.75,39160.8,39134.51,39139.71,10.020171659999999,BTCUSD,3,-0.9381725481305097,34.74471814288857,33.80654559475806,-2.74985359852235,30.418760792804278,27.66890719428193,-3.7793764370942924,29.920634364199763,26.14125792710547,-3.7638166762581875,35.56075457659162,31.796937900333432,3.894800836230882,3.9853441045559865,-0.09054326832510462,0.035091772781144205,-0.01313071834481271,0.08643194852132485,58.21961651392531,39097.47387502861,-49.679519699999986,769.0,2022-03-12 16:33,MomLE,Entry Long,39151.44,-36.29,-0.09,2022-03-12 17:24,MomSE,Exit Long,39115.15,-36.29,-0.09,457.0,2022-03-12 15:27,PivRevLE,Entry Long,38958.95,126.81,0.33,2022-03-12 17:30,PivRevSE,Exit Long,39085.76,126.81,0.33,758.0,2022-03-12 16:30,ParSE,Entry Short,39089.81,-70.54,-0.18,2022-03-12 16:57,ParLE,Exit Short,39160.35,-70.54,-0.18,0.2608305375946208,0.2545941190573209,0.34888161079534274,0.2608305375946208,0.2545941190573209,1.0,0.2608305375946208,0.2545941190573209,0.34888161079534274
2022-03-12 16:51:00,2022-03-12 16:51:00,39139.71,39154.1,39122.67,39125.02,6.21212329,BTCUSD,3,-2.7692468286097096,34.052406435736145,31.283159607126436,-4.569790485793057,29.276313171356016,24.70652268556296,-6.078588027974412,27.894438354874957,21.815850326900545,-6.0995052493475725,33.81803879106374,27.71853354171617,3.6883920491138866,3.97648265908884,-0.28809060997495317,-0.013493379810546076,0.0020192090681237615,-0.03456949733704011,55.54350372216768,39097.918954182154,-55.89164298999999,769.0,2022-03-12 16:33,MomLE,Entry Long,39151.44,-36.29,-0.09,2022-03-12 17:24,MomSE,Exit Long,39115.15,-36.29,-0.09,457.0,2022-03-12 15:27,PivRevLE,Entry Long,38958.95,126.81,0.33,2022-03-12 17:30,PivRevSE,Exit Long,39085.76,126.81,0.33,758.0,2022-03-12 16:30,ParSE,Entry Short,39089.81,-70.54,-0.18,2022-03-12 16:57,ParLE,Exit Short,39160.35,-70.54,-0.18,0.621610478576641,0.25535545663713566,0.07463213366057646,1.0,0.25535545663713566,0.07463213366057646,0.621610478576641,0.25535545663713566,0.07463213366057646
2022-03-12 16:54:00,2022-03-12 16:54:00,39124.66,39128.95,39096.84,39098.44,16.7988661,BTCUSD,3,-5.778483012794595,32.6077856825375,26.8293026697429,-7.678362313627151,27.35672259294923,19.678360279322078,-10.051778076221481,24.543845662801132,14.492067586579651,-10.137165817165407,30.921705700445056,20.78453988327965,3.338072014135254,3.9208932953318834,-0.5828212811966296,-0.14893979992215828,-0.10975591062148805,-0.06525411403801515,50.97754622194797,39097.93987498099,-72.69050908999999,769.0,2022-03-12 16:33,MomLE,Entry Long,39151.44,-36.29,-0.09,2022-03-12 17:24,MomSE,Exit Long,39115.15,-36.29,-0.09,457.0,2022-03-12 15:27,PivRevLE,Entry Long,38958.95,126.81,0.33,2022-03-12 17:30,PivRevSE,Exit Long,39085.76,126.81,0.33,758.0,2022-03-12 16:30,ParSE,Entry Short,39089.81,-70.54,-0.18,2022-03-12 16:57,ParLE,Exit Short,39160.35,-70.54,-0.18,0.32745335309015705,0.15874746539000947,-0.20348376253708508,1.0,0.15874746539000947,-0.20348376253708508,0.32745335309015705,0.15874746539000947,-0.20348376253708508
2022-03-12 16:57:00,2022-03-12 16:57:00,39098.4,39172.91,39098.3,39162.83,10.28990946,BTCUSD,3,-3.549755911000652,31.72034670478734,28.170590793786687,-4.711954889712857,26.178733870521015,21.466778980808158,-4.5211400202897885,23.036798989371203,18.515658969081414,-5.448043055328256,29.365121970351268,23.917078915023012,3.3102932019697437,3.847999681822746,-0.5377064798530022,0.059070442780497404,0.09418294442720296,0.04593196806221815,59.63436807781271,39099.75686840538,-62.40059962999999,769.0,2022-03-12 16:33,MomLE,Entry Long,39151.44,-36.29,-0.09,2022-03-12 17:24,MomSE,Exit Long,39115.15,-36.29,-0.09,457.0,2022-03-12 15:27,PivRevLE,Entry Long,38958.95,126.81,0.33,2022-03-12 17:30,PivRevSE,Exit Long,39085.76,126.81,0.33,759.0,2022-03-12 16:57,ParLE,Entry Long,39160.35,34.41,0.09,2022-03-12 17:21,ParSE,Exit Long,39194.76,34.41,0.09,-0.006220194370882986,0.08782200658880994,-0.2765692161050977,-0.006220194370882986,0.08782200658880994,-0.2765692161050977,-0.006220194370882986,0.08782200658880994,-0.2765692161050977
