time,open,high,low,close,Volume,Volume MA,NV,USDCNH_close,USDJPY_close,USDGBP_close,USDCAD_close,USDCHF_close,USDNZD_close,EURUSD_close,EURCNH_close,EURJPY_close,EURGBP_close,EURCAD_close,EURCHF_close,EURNZD_close,AUDUSD_close,AUDCNH_close,AUDJPY_close,AUDGBP_close,AUDEUR_close,AUDCAD_close,AUDCHF_close,AUDNZD_close,SPX500_close,EURO50_close,AUS200_close,XAUUSD_close,WTIOIL_close
1698345540,0.6328,0.63281,0.63271,0.63278,135,158.1,-135,7.32356,150.412,0.8241305422778968,1.38206,0.89914,1.716531918911032,1.05616,7.73286,158.859,0.87036,1.45957,0.9496,1.81284,0.63278,4.63342,95.177,0.5214851898206091,0.5991575844362826,0.87447,0.56892,1.08611,4157.43,4044.48,6804.14,1985.59,83.084
1698345600,0.63278,0.63278,0.6326,0.63266,157,158.95,-157,7.3235,150.422,0.8241509185161986,1.38204,0.89913,1.7167971432495537,1.05618,7.73301,158.871,0.87042,1.45961,0.94964,1.81318,0.63266,4.6325,95.166,0.5214063371726221,0.5990247876457128,0.8743,0.56885,1.08608,4156.16,4043.49,6803.12,1985.73,83.096
1698345660,0.63266,0.63289,0.63266,0.63289,169,160.9,169,7.32325,150.413,0.8239200467986586,1.3817,0.89894,1.7161784139079097,1.05645,7.73489,158.902,0.87041,1.4596200000000001,0.94967,1.81295,0.63289,4.63419,95.195,0.5214634349839389,0.5991073300781835,0.87441,0.56893,1.08608,4161.18,4047.48,6808.13,1985.93,83.145
1698345720,0.63289,0.63289,0.63281,0.63283,193,161.85,-193,7.32326,150.404,0.8238589553468446,1.38188,0.89893,1.7163551482072672,1.05639,7.73447,158.883,0.8703,1.45976,0.9496,1.81308,0.63283,4.63381,95.179,0.5213818705095986,0.5990678504247391,0.87446,0.56886,1.08615,4160.43,4046.48,6806.13,1985.93,83.141
1698345780,0.63283,0.63294,0.63281,0.63294,150,160.85,150,7.32324,150.369,0.8237775141689733,1.38189,0.89888,1.7163256899629276,1.05647,7.73496,158.858,0.87028,1.45984,0.94961,1.81314,0.63294,4.63452,95.173,0.5214090558324816,0.5991324562034175,0.87461,0.56892,1.08626,4161.43,4047.47,6808.13,1986.36,83.159
1698345840,0.63294,0.63294,0.63271,0.63272,124,158.8,-124,7.3237000000000005,150.369,0.8239743579179816,1.38208,0.89897,1.7167971432495537,1.05631,7.73435,158.83599999999998,0.87037,1.45983,0.94958,1.81347,0.63272,4.63335,95.143,0.5213601242922536,0.5990211993602453,0.87443,0.56879,1.08623,4157.66,4045.47,6805.13,1986.5,83.226
1698345900,0.63272,0.63285,0.63267,0.63273,176,157.8,176,7.32381,150.385,0.8240218860212928,1.38199,0.89901,1.7168855695767877,1.05631,7.73426,158.852,0.87042,1.45976,0.94961,1.8136,0.63273,4.63349,95.153,0.5213954628166826,0.5990176111177669,0.87438,0.56882,1.08631,4159.68,4046.47,6808.13,1986.44,83.185
1698345960,0.63273,0.63281,0.63267,0.63271,172,157.5,-172,7.32388,150.402,0.8240558380235844,1.3819,0.8991,1.7170034855170757,1.05621,7.7336,158.855,0.87037,1.45949,0.94961,1.81358,0.63271,4.63344,95.161,0.5214117745206922,0.5990714392691329,0.87429,0.56886,1.08639,4160.68,4046.47,6808.12,1986.27,83.204
1698346020,0.63271,0.63279,0.63271,0.63275,171,161.55,171,7.32381,150.403,0.8241305422778968,1.38185,0.89908,1.7170624495612907,1.05621,7.73365,158.856,0.87042,1.45946,0.94962,1.81361,0.63275,4.6337,95.168,0.5214933483523417,0.5991109193956169,0.87433,0.56888,1.08648,4160.92,4047.47,6808.14,1986.23,83.205
1698346080,0.63275,0.63283,0.63274,0.63283,177,162.85,177,7.32368,150.391,0.8239268352970256,1.38176,0.89897,1.7168560931222745,1.0563,7.73426,158.857,0.87032,1.45952,0.9496,1.81354,0.63283,4.6342,95.172,0.5214308061320263,0.5991252770954406,0.87438,0.56889,1.08647,4161.17,4047.47,6809.14,1986.18,83.225
1698346140,0.63283,0.63284,0.63276,0.63277,174,163.95,-174,7.32392,150.393,0.8240286761979317,1.38182,0.89904,1.7172098773912148,1.0562,7.73367,158.843,0.87032,1.45941,0.94955,1.81362,0.63277,4.63383,95.164,0.5214362439904473,0.599128866627923,0.87434,0.56887,1.08654,4159.67,4046.47,6807.62,1985.98,83.205
1698346200,0.63277,0.63294,0.63277,0.6329,189,164.7,189,7.32372,150.393,0.8239743579179816,1.38165,0.899,1.716767669831242,1.05619,7.73341,158.844,0.87027,1.45923,0.94951,1.81324,0.6329,4.63456,95.18,0.5215042267917581,0.5992365726064993,0.87437,0.56893,1.08648,4160.43,4047.48,6809.14,1985.81,83.165
1698346260,0.6329,0.63296,0.63279,0.63279,110,163.55,-110,7.32375,150.394,0.8241033755274261,1.38166,0.89905,1.7171509032213752,1.05604,7.73225,158.82,0.87029,1.45901,0.94944,1.81332,0.63279,4.63391,95.167,0.5215123859191656,0.5992222095719756,0.87424,0.5689,1.08657,4159.67,4047.47,6808.63,1985.8,83.161
1698346320,0.63279,0.63296,0.63278,0.63296,147,161.5,147,7.32354,150.381,0.8240015161627898,1.38149,0.89899,1.7167971432495537,1.05615,7.73285,158.825,0.87025,1.45902,0.94943,1.81314,0.63296,4.63481,95.182,0.5215722273220396,0.5993263571745359,0.87435,0.56898,1.0866,4162.92,4048.51,6811.12,1985.75,83.139
1698346380,0.63296,0.63301,0.63294,0.63296,187,159.5,0,7.32349,150.371,0.823987936816605,1.38153,0.8989,1.7167381974248928,1.05614,7.73296,158.814,0.87025,1.45904,0.94935,1.81305,0.63296,4.63486,95.176,0.5215695069603451,0.599322765275239,0.87439,0.56894,1.08661,4164.41,4049.53,6812.64,1986.09,83.194
1698346440,0.63296,0.63302,0.63293,0.63299,148,157.9,148,7.32346,150.37,0.823987936816605,1.38135,0.89885,1.7165908505707663,1.05616,7.73301,158.817,0.87027,1.45886,0.94933,1.81292,0.63299,4.63519,95.181,0.5215912706484944,0.5993443173168553,0.87431,0.56894,1.08659,4164.66,4050.49,6813.63,1986.29,83.231
1698346500,0.63299,0.63305,0.63293,0.63293,164,157.45,-164,7.32348,150.379,0.8240558380235844,1.38132,0.8989,1.7166792556478747,1.05609,7.73251,158.815,0.87027,1.45873,0.94932,1.81291,0.63293,4.63484,95.179,0.5215967118543284,0.5993371331307574,0.87424,0.56893,1.0865,4165.18,4050.48,6814.14,1986.4,83.256
1698346560,0.63293,0.63307,0.63291,0.63303,170,157.2,170,7.32364,150.369,0.8240218860212928,1.38138,0.89882,1.716531918911032,1.05624,7.73391,158.827,0.87037,1.45903,0.94935,1.813,0.63303,4.63571,95.188,0.5216592938819798,0.5993407252022774,0.87444,0.56897,1.0866,4165.43,4050.49,6814.12,1986.56,83.274
1698346620,0.63303,0.63304,0.63289,0.63289,146,158.55,-146,7.32367,150.379,0.8241712957621111,1.38146,0.89892,1.7169445255223803,1.056,7.73218,158.803,0.87031,1.45877,0.94926,1.81301,0.63289,4.63466,95.174,0.5216402455882276,0.5993443173168553,0.87429,0.56891,1.08662,4164.41,4049.53,6813.13,1986.65,83.276
1698346680,0.63289,0.63294,0.63288,0.63289,98,157.85,0,7.32368,150.379,0.8240694196079078,1.38135,0.8988,1.7169740050135642,1.05608,7.73277,158.814,0.87029,1.45876,0.94921,1.81318,0.63289,4.63467,95.174,0.5215695069603451,0.5992976231856264,0.8742,0.56883,1.08662,4164.66,4050.47,6813.13,1986.72,83.286
1698346740,0.63289,0.6329,0.6328,0.6328,171,159.65,-171,7.32377,150.369,0.8240626287597858,1.38149,0.899,1.7170034855170757,1.05609,7.73272,158.802,0.87027,1.45887,0.9494,1.81317,0.6328,4.63407,95.154,0.5214987875153191,0.5992329817833173,0.87419,0.56888,1.08647,4167.41,4051.47,6815.12,1985.9,83.304
1698346800,0.6328,0.63287,0.63276,0.63276,130,158.3,-130,7.32392,150.372,0.8241305422778968,1.38152,0.89904,1.7171214176554426,1.05592,7.73179,158.786,0.87021,1.45872,0.94931,1.81306,0.63276,4.6339,95.15,0.5214906288134002,0.5992760745020016,0.87416,0.56885,1.08648,4167.68,4051.47,6815.63,1986.07,83.296
1698346860,0.63276,0.63293,0.63276,0.63291,130,156.35,130,7.32382,150.379,0.8239947264337508,1.38126,0.89894,1.7166792556478747,1.05607,7.73281,158.814,0.87022,1.45865,0.94933,1.81286,0.63291,4.63488,95.178,0.5215395848544905,0.5993299491168873,0.87418,0.56892,1.08647,4170.92,4054.48,6818.12,1986.24,83.305
1698346920,0.63291,0.63297,0.63287,0.63294,180,155.7,180,7.32378,150.37,0.8240015161627898,1.38132,0.89894,1.7165908505707663,1.05616,7.73337,158.816,0.87028,1.4588,0.9494,1.81286,0.63294,4.63509,95.177,0.5215722273220396,0.599319173418996,0.87427,0.56896,1.08644,4170.68,4053.49,6818.13,1986.31,83.299
1698346980,0.63294,0.63298,0.63287,0.63292,157,156.05,-157,7.32375,150.355,0.8239947264337508,1.38135,0.89891,1.7166497862771017,1.05622,7.73383,158.81,0.87032,1.45894,0.94943,1.81309,0.63292,4.63484,95.162,0.5215586257973328,0.5992545273679543,0.87424,0.56889,1.08647,4168.93,4052.49,6816.63,1986.43,83.339
1698347040,0.63292,0.63301,0.63291,0.63299,151,157.4,151,7.32367,150.352,0.823987936816605,1.38134,0.89889,1.7163846074628402,1.05629,7.73417,158.817,0.87035,1.45902,0.94947,1.8129,0.63299,4.63533,95.171,0.5215994324998174,0.599294031630739,0.87433,0.56897,1.08641,4170.17,4053.49,6818.14,1986.48,83.316
1698347100,0.63299,0.63302,0.63291,0.63291,146,155.9,-146,7.32375,150.345,0.823987936816605,1.38139,0.89891,1.7166497862771017,1.05622,7.73379,158.8,0.8703,1.45899,0.94943,1.81307,0.63291,4.63483,95.155,0.521550465223015,0.5992581184493597,0.87427,0.5689,1.08646,4167.91,4051.47,6816.12,1986.58,83.28
1698347160,0.63291,0.63293,0.63282,0.63287,145,154.55,-145,7.32379,150.337,0.8240083060037245,1.38148,0.89894,1.7167971432495537,1.05613,7.73326,158.775,0.87026,1.45898,0.94938,1.81309,0.63287,4.63453,95.144,0.5215151056850362,0.5992581184493597,0.87428,0.56889,1.08647,4166.18,4050.49,6815.64,1986.47,83.265
1698347220,0.63287,0.63292,0.63279,0.63281,107,151.35,-107,7.32396,150.338,0.8241101670471308,1.38154,0.89903,1.717032967032967,1.05603,7.73254,158.764,0.87028,1.45888,0.94939,1.81312,0.63281,4.63413,95.138,0.5215232651528585,0.5992653007412913,0.87422,0.56889,1.08648,4166.16,4050.51,6815.64,1986.28,83.284
1698347280,0.63281,0.63283,0.63276,0.6328,98,147.4,-98,7.32406,150.334,0.8241441263248117,1.38156,0.89904,1.717032967032967,1.056,7.73223,158.755,0.87026,1.45883,0.94939,1.81301,0.6328,4.63424,95.133,0.5215450249820067,0.5992796658416583,0.87424,0.56891,1.08649,4165.41,4050.49,6814.14,1986.3,83.281
1698347340,0.6328,0.63283,0.63273,0.63278,112,144.3,-112,7.32425,150.333,0.8241373342453787,1.38159,0.89902,1.7172098773912148,1.05598,7.73236,158.747,0.87024,1.45884,0.94932,1.81324,0.63278,4.63408,95.129,0.5215232651528585,0.5992724832053886,0.87422,0.56885,1.08659,4164.93,4051.48,6814.62,1986.04,83.269
